siblings,height07,height16,height33,gwage33,momed,daded,Ht16Noisy
4,49.015743,70.472443,73.228348,10.736842,,,66.947746
2,49.015743,,64.173225,3.5777779,9.5,9.5,
2,45.984222,66.141708,67.716537,5.2800002,9.5,9.5,61.843227
4,49.015743,68.897636,70.472443,12.727273,10.5,9.5,69.659294
3,45.984222,66.929123,68.110237,6,10.5,9.5,68.619316
4,49.015743,69.291313,71.259842,8,9.5,11.5,66.304924
2,45.984222,66.141708,67.716537,7,,,65.498161
5,47.007847,65.747993,66.929131,7.1351352,10.5,10.5,70.355675
7,44.999985,64.566902,66.141731,6.6666665,10.5,10.5,65.103104
5,,75.98423,77.952759,10.810811,12.5,13.5,73.926041
4,49.015743,67.3228,70.078743,9.6000004,9.5,9.5,64.073303
2,44.999985,62.992104,66.929131,8.5135136,9.5,,64.823082
4,49.999981,70.472443,74.015747,2.5,9.5,9.5,71.872643
4,47.992119,68.897636,68.897636,7.4666667,,,65.949951
3,45.984222,59.842499,66.141731,8.5714283,9.5,9.5,58.206444
4,52.007839,68.897636,74.015747,100,9.5,9.5,64.392113
4,,,64.566933,8,10.5,9.5,
3,49.999981,70.472443,74.409447,3.6666667,9.5,9.5,67.390671
3,49.015743,68.897636,73.228348,10.909091,9.5,10.5,70.432724
3,50.984219,70.866112,72.440948,13.68973,10.5,10.5,66.223816
4,52.007839,71.259819,72.047241,4.1666665,10.5,9.5,67.365883
4,47.992119,68.503929,70.866142,5.5641026,9.5,10.5,67.752548
2,47.992119,65.354324,65.354332,6.5454545,9.5,9.5,61.273331
3,37.992126,,54.724411,10.851064,,,
3,49.999981,69.68502,73.228348,9.1859999,9.5,9.5,66.033188
2,44.999985,59.842499,65.354332,8.3999996,9.5,11.5,56.046635
2,50.984219,68.897636,69.685036,5.0133333,9.5,9.5,67.725655
,45.984222,66.141708,66.929131,8.333333,10.5,9.5,67.035309
5,45.984222,61.811012,68.503937,17.777779,10.5,9.5,66.545174
4,45.984222,,68.110237,11.351352,,,
4,44.999985,62.992104,66.929131,4.8461537,,,65.776833
4,49.015743,70.866112,72.047241,6.3636365,10.5,9.5,72.307907
5,45.984222,,67.322838,9,9.5,9.5,
6,49.015743,66.141708,74.015747,5.1999998,,,68.873764
5,47.992119,66.141708,69.685036,3.9111111,,,68.473236
3,50.984219,70.866112,74.015747,10,19,19,66.173454
4,49.015743,,71.653542,4.6153846,,,
3,47.007847,,70.472443,10.971429,11.5,11.5,
4,45.984222,,65.748032,11.638889,,,
4,49.015743,67.716507,68.897636,11.282051,15,13.5,63.297421
6,45.984222,62.598392,68.897636,18.162163,9.5,9.5,67.05365
3,47.992119,,69.685036,4.5473685,,,
4,52.007839,70.866112,75.196854,9.6000004,9.5,9.5,70.993584
2,49.999981,67.716507,69.685036,7.0270271,,,64.03746
4,49.015743,66.929123,68.110237,11.555555,11.5,10.5,66.323662
6,47.992119,67.716507,70.078743,11.891891,9.5,11.5,70.888374
2,49.999981,,68.503937,10.432432,,,
3,47.992119,,68.110237,7.9967999,10.5,10.5,
4,44.999985,64.960617,65.748032,6.1909089,10.5,9.5,69.232826
2,47.007847,65.747993,68.503937,23,11.5,11.5,64.206146
4,49.999981,,69.685036,4.1500001,,,
3,49.015743,,71.259842,5,10.5,10.5,
3,52.992115,70.866112,74.015747,7.9487181,,,70.597046
5,49.999981,68.897636,70.472443,5.5,12.5,9.5,68.416
3,47.007847,66.929123,70.078743,9.375,,,62.507057
5,47.007847,67.716507,70.472443,7.2249999,9.5,9.5,66.812553
4,42.007851,65.354324,68.110237,7.3257141,11.5,11.5,62.334679
3,50.984219,72.44091,73.228348,8.8888893,9.5,11.5,68.039688
4,47.007847,67.716507,68.110237,4.5,10.5,9.5,70.601166
4,47.992119,65.747993,67.322838,3.2051282,11.5,11.5,68.926987
3,45.984222,,66.141731,3.1538463,,,
5,50.984219,,71.259842,13.777778,,,
4,47.007847,65.354324,69.291336,8.4210529,10.5,9.5,60.932613
3,52.992115,71.653534,73.622047,5.7894735,10.5,11.5,70.477776
5,,66.141708,68.503937,7.5609756,8.5,10.5,64.157829
2,49.015743,68.897636,69.685036,7.1999998,9.5,9.5,68.201637
,49.015743,,69.291336,7.3684211,,,
6,47.007847,,65.354332,6.7317071,10.5,10.5,
2,47.007847,66.141708,67.322838,12,10.5,11.5,64.462746
4,49.015743,70.866112,72.834648,8.6309528,10.5,9.5,74.868294
3,49.015743,67.716507,72.047241,6.9767442,9.5,9.5,64.920609
2,47.992119,,68.503937,1.945946,9.5,9.5,
,47.992119,,72.047241,3.2,,,
,49.999981,65.747993,70.866142,4.090909,9.5,9.5,69.84642
2,54.015739,72.834625,75.196854,7.7777777,10.5,12.5,71.322945
5,49.999981,66.929123,70.078743,11.5,10.5,10.5,70.075317
3,49.015743,68.110222,72.440948,14.285714,9.5,11.5,67.484604
6,44.999985,64.566902,69.685036,3.0681818,9.5,9.5,64.534531
5,47.992119,66.929123,68.110237,4.6666665,9.5,9.5,66.385834
,,68.897636,69.685036,4.5833335,11.5,11.5,66.426346
4,,65.354324,67.322838,8.3999996,11.5,13.5,60.480331
5,44.015713,,67.322838,3.7435896,,,
3,,72.44091,74.803146,9.333333,12.5,9.5,69.359985
3,44.015713,57.873989,64.960632,3.8461537,9.5,,61.576267
3,47.992119,,71.259842,8.4444447,,,
3,47.007847,65.747993,66.929131,4.5833335,9.5,9.5,64.664894
6,49.015743,68.110222,68.897636,3.175,9.5,9.5,65.632919
3,52.007839,74.803131,74.803146,11.428572,9.5,9.5,73.142776
4,47.007847,62.20472,69.685036,5.25,11.5,9.5,60.996758
2,47.992119,70.472443,71.653542,13.243243,11.5,11.5,67.962639
2,,66.929123,68.897636,5.2173915,9.5,9.5,66.610115
6,47.007847,67.3228,68.897636,12.666667,10.5,10.5,66.171112
2,49.015743,,68.897636,7.5675673,,,
4,47.007847,66.141708,68.503937,5.6410255,10.5,10.5,61.610794
10,47.007847,66.141708,72.047241,6.6666665,9.5,9.5,63.686512
3,49.015743,65.747993,66.929131,5.7692308,9.5,9.5,65.674286
6,44.015713,59.055119,66.141731,6.4444447,10.5,10.5,55.968273
4,47.992119,66.535416,69.291336,6.9230771,10.5,10.5,67.0868
3,49.999981,,71.653542,7.5675673,11.5,11.5,
2,49.015743,68.110222,70.078743,7.5,9.5,9.5,70.855423
3,49.999981,,72.047241,6.3636365,9.5,9.5,
4,52.007839,71.259819,72.834648,4.8611112,9.5,9.5,73.256989
4,47.007847,68.110222,69.685036,6.1842103,9.5,13.5,65.832199
3,47.007847,65.747993,68.897636,5.1282053,11.5,9.5,68.174286
3,47.007847,65.747993,69.685036,8.8888893,9.5,9.5,62.340652
3,47.007847,60.629921,71.653542,10.714286,10.5,10.5,64.293869
4,47.007847,,71.653542,3.5897436,10.5,10.5,
3,49.015743,69.291313,70.472443,9.4736843,,,72.481491
6,49.015743,65.354324,68.897636,8,10.5,10.5,69.906418
3,47.992119,66.141708,68.110237,5,10.5,9.5,62.787266
3,49.015743,67.3228,71.259842,5.3017144,11.5,10.5,63.102402
,47.007847,68.503929,68.503937,2.4166667,9.5,9.5,66.967445
4,47.992119,62.598392,70.472443,9.3377781,11.5,11.5,61.71418
,45.984222,,69.291336,9.6000004,,,
3,49.999981,70.472443,71.259842,8.3125,9.5,9.5,72.377045
5,49.015743,70.078728,72.047241,13.333333,10.5,9.5,69.902191
5,50.984219,69.291313,75.984253,6.4864864,9.5,9.5,73.619278
,47.007847,,68.110237,4.390244,10.5,9.5,
2,50.984219,67.716507,70.866142,5.5135136,9.5,9.5,67.781075
3,49.999981,69.291313,72.047241,11.764706,9.5,9.5,67.563705
7,49.015743,,71.259842,5.6923075,,,
3,47.992119,66.141708,66.929131,5,10.5,10.5,64.072815
1,47.992119,66.535416,70.078743,6.3157897,9.5,,64.431343
6,47.992119,66.535416,69.685036,4.875,9.5,9.5,69.726028
5,52.007839,70.866112,72.047241,14.102564,9.5,9.5,71.715729
3,47.007847,66.141708,68.897636,7.8857141,9.5,10.5,62.156929
8,44.999985,61.811012,66.929131,5.0270271,9.5,9.5,65.621552
7,,,66.929131,5.0810809,,,
5,44.015713,55.118095,65.354332,5.3557897,10.5,9.5,56.375526
2,45.984222,61.417301,69.685036,14.5,10.5,10.5,66.195694
4,47.007847,65.747993,69.685036,8.695652,10.5,9.5,63.380592
5,,64.960617,67.322838,18.75,12.5,11.5,60.237194
9,47.992119,,68.503937,4.6875,,,
2,49.999981,68.110222,73.622047,5.3902702,9.5,9.5,68.806496
3,49.015743,64.566902,69.291336,12.137142,11.5,9.5,68.649757
,47.992119,66.929123,69.685036,7.3589187,10.5,11.5,67.389191
3,47.992119,,65.354332,2.3399999,9.5,9.5,
3,,66.535416,68.110237,11.714286,,,71.530014
6,47.992119,,71.653542,7.6666665,10.5,10.5,
3,45.984222,64.173195,68.897636,5,9.5,11.5,59.328896
4,49.999981,68.897636,74.409447,7.3684211,12.5,19,67.850128
8,,,66.535431,6.1538463,,,
2,49.015743,68.897636,72.834648,4.7540541,13.5,9.5,66.886978
5,44.999985,61.417301,68.110237,8,10.5,9.5,58.030861
4,49.999981,70.866112,72.440948,15.555555,,10.5,72.891205
5,44.999985,63.385815,68.110237,8.2105265,10.5,9.5,67.072044
8,42.992088,57.873989,69.291336,3.625,9.5,11.5,55.625103
4,47.007847,66.535416,67.716537,7.4285712,9.5,9.5,67.593086
3,47.992119,63.779522,64.960632,3.1818182,12.5,11.5,62.584389
,45.984222,,65.748032,5.7894735,,,
3,47.007847,67.716507,68.897636,18,15,19,64.448318
2,47.992119,,68.110237,13.091111,,,
3,47.992119,66.535416,68.110237,5.5384617,10.5,9.5,64.751503
2,50.984219,72.047241,76.771652,6.2459998,9.5,12.5,75.017502
2,50.984219,70.866112,71.259842,16,10.5,11.5,66.106506
4,49.015743,66.141708,68.110237,4.2105265,,,68.210274
5,49.015743,64.173195,70.866142,12,9.5,11.5,61.197399
2,47.992119,67.3228,68.110237,6.8947368,9.5,9.5,67.484962
6,49.015743,,65.354332,3.8333333,,,
3,47.007847,,67.716537,14.925,,,
5,44.999985,66.929123,68.110237,3.0806451,,,66.315865
6,,64.566902,64.960632,8.333333,9.5,9.5,65.094078
,,,72.047241,2.8727272,9.5,9.5,
3,44.015713,65.354324,66.535431,5.8958335,9.5,9.5,67.576714
3,47.007847,,66.141731,6.0526314,,,
4,44.999985,,68.110237,6.0869565,,,
4,42.992088,,61.811024,5.4615383,,,
,49.999981,68.897636,71.259842,9.2857141,11.5,12.5,68.861237
4,47.992119,66.535416,66.929131,10.222222,,,62.649609
3,49.999981,,71.259842,8.6486483,,,
5,47.007847,64.960617,66.929131,5.4545455,,,67.247154
6,44.015713,62.20472,66.141731,7.6923075,9.5,9.5,58.618206
2,49.999981,72.047241,74.803146,20.833334,9.5,17,76.967072
3,44.999985,62.598392,68.110237,10.285714,9.5,9.5,65.766571
4,50.984219,71.653534,72.440948,6.0789475,,,75.785484
,52.007839,,70.472443,9.189189,9.5,11.5,
5,44.999985,63.779522,66.141731,6,9.5,9.5,61.095867
3,49.015743,68.110222,70.472443,5,,,63.971844
2,44.999985,64.960617,66.141731,5.7784615,,,69.367126
4,45.984222,68.110222,71.259842,6.6750002,10.5,10.5,71.864212
3,49.015743,69.68502,70.866142,10.56,9.5,13.5,65.210602
3,49.015743,68.110222,70.078743,6.2399998,9.5,13.5,72.729256
2,49.999981,70.078728,71.653542,5.1999998,,10.5,71.982918
4,49.015743,66.535416,68.110237,10.666667,9.5,9.5,71.053474
4,47.992119,66.929123,67.322838,6.5476189,9.5,9.5,63.795898
5,47.007847,69.68502,72.440948,7.6315789,13.5,13.5,66.15657
3,49.999981,71.653534,74.015747,3.954,10.5,9.5,69.166687
6,47.007847,,70.078743,8.6057148,,,
3,49.015743,67.716507,68.503937,5.7894735,9.5,,68.817375
,50.984219,70.472443,70.472443,7.3333335,9.5,9.5,73.77887
6,45.984222,67.3228,70.078743,7.5,9.5,9.5,67.877747
3,47.992119,68.897636,70.078743,3.75,9.5,9.5,66.080215
4,45.984222,62.598392,70.078743,11.904762,9.5,9.5,63.063305
3,50.984219,,63.385826,7.0270271,,,
5,49.999981,68.897636,72.440948,7.7619047,9.5,9.5,72.010567
5,45.984222,60.629921,64.566933,4.2162161,15,17,60.528496
5,49.015743,67.3228,68.503937,6.521739,15,17,71.646225
4,47.992119,63.779522,67.716537,8,,,67.430145
2,50.984219,72.047241,75.196854,4.7368422,9.5,9.5,74.58123
4,44.999985,,66.929131,13.513514,9.5,9.5,
3,49.015743,68.503929,70.866142,7.891892,9.5,10.5,71.870895
3,47.007847,67.3228,68.897636,6.9047618,9.5,10.5,69.439903
6,49.015743,68.897636,69.685036,7.5054059,,,72.696732
7,47.992119,69.291313,70.472443,5.7916665,9.5,9.5,66.813698
4,,,62.992126,14.338919,,,
5,49.015743,,74.015747,10.612245,,,
5,47.992119,67.3228,68.897636,7.5555553,9.5,9.5,63.123138
5,47.992119,67.3228,68.503937,7.4000001,9.5,11.5,71.751854
7,49.015743,66.141708,69.291336,6.521739,10.5,8.5,71.049232
3,49.999981,68.897636,71.259842,7.5,,,71.723022
4,45.984222,,67.716537,9.7599993,,,
,49.015743,,68.897636,12.666667,,,
3,49.015743,66.535416,69.685036,4.8076925,9.5,9.5,67.720253
4,49.015743,66.141708,70.866142,10.526316,11.5,11.5,62.137756
4,50.984219,,67.716537,4.8913045,,,
5,44.999985,,66.141731,6.1538463,9.5,9.5,
5,45.984222,,65.354332,3.5999999,9.5,,
5,,,70.078743,8,,,
,,,70.078743,21.998402,13.5,13.5,
,,70.078728,71.259842,8.333333,12.5,13.5,72.27655
3,47.992119,67.716507,72.834648,11.936842,,,63.06879
3,,62.992104,67.716537,14.476191,,,67.01545
4,47.007847,64.960617,65.748032,6.4102564,,,69.375816
4,49.015743,,69.291336,5.9534883,,,
6,49.999981,67.3228,74.015747,10.810811,,,65.128746
5,47.992119,66.929123,69.291336,9.0810814,,,66.836349
,52.992115,70.078728,73.622047,8.3146667,12.5,9.5,74.188515
3,45.984222,,64.960632,4.5,,,
,49.999981,,71.653542,7.5,10.5,13.5,
7,,61.417301,65.748032,6.1538463,9.5,9.5,57.675743
7,,,74.409447,5.1842103,9.5,9.5,
2,47.992119,67.3228,69.291336,5.8799996,10.5,9.5,69.263458
3,49.999981,70.078728,71.653542,11.440678,9.5,9.5,66.172951
4,45.984222,64.173195,67.716537,8.96,9.5,9.5,65.201439
4,47.992119,66.535416,72.047241,5.5,10.5,,65.325005
4,47.007847,65.354324,68.897636,4.1025643,9.5,9.5,68.434021
4,45.984222,67.3228,70.078743,12.6,11.5,9.5,66.276024
2,47.992119,,68.897636,8.1188574,9.5,9.5,
3,49.999981,69.291313,71.653542,10.181818,10.5,10.5,68.154434
,52.007839,68.897636,73.228348,4.4000001,,,71.132744
,49.015743,66.141708,70.472443,8.4324322,9.5,9.5,65.166031
7,47.992119,66.535416,68.110237,8.6486483,,,67.339088
5,49.015743,68.110222,68.897636,3.7714286,10.5,10.5,65.845543
4,49.015743,67.3228,69.291336,6.4285712,11.5,13.5,70.150276
5,44.999985,64.173195,64.960632,7.3333335,9.5,9.5,61.015575
4,47.007847,,70.866142,5.7105265,,,
5,49.015743,69.68502,70.078743,6.3157897,9.5,9.5,70.028954
5,45.984222,65.354324,65.748032,4,9.5,9.5,67.770737
,49.015743,,76.377953,7.1428571,,,
3,47.992119,66.141708,68.110237,70.909088,9.5,9.5,63.227818
4,49.999981,69.68502,72.047241,10.952381,10.5,10.5,68.156967
3,49.999981,68.897636,70.866142,12,,,67.203133
2,50.984219,70.078728,70.866142,5.1999998,9.5,9.5,66.146858
3,47.992119,63.779522,68.503937,3.0952382,10.5,10.5,63.181019
3,47.992119,64.566902,73.228348,7.1428571,9.5,9.5,62.904049
3,52.007839,74.409424,75.590553,4.8979592,9.5,9.5,79.16391
3,52.007839,70.078728,73.228348,5,9.5,9.5,75.031845
3,52.007839,68.503929,74.015747,5.3000002,12.5,13.5,65.756615
5,49.999981,70.866112,71.653542,3.1111112,10.5,12.5,75.800667
2,49.015743,68.897636,70.078743,8.333333,10.5,10.5,67.913467
3,49.015743,70.472443,71.259842,7.2972975,9.5,8.5,74.916183
6,47.992119,66.141708,69.685036,5.5,9.5,,62.34045
6,,,70.078743,5.4615383,,,
4,,66.141708,66.535431,6.2432432,11.5,9.5,70.511124
6,49.015743,64.173195,71.259842,8.2236843,9.5,,62.670444
5,,71.653534,74.409447,11.351352,10.5,10.5,75.775276
4,49.999981,66.929123,68.110237,.125,10.5,10.5,68.5224
,,70.078728,70.866142,7.7837839,6,9.5,70.748055
5,49.015743,65.354324,68.110237,8,,,63.963783
4,47.992119,64.173195,65.354332,16.216217,9.5,9.5,68.768425
8,49.999981,65.747993,70.078743,6.5999999,9.5,9.5,63.240376
5,47.007847,,68.897636,8.5714283,,,
5,50.984219,65.747993,68.503937,5.4054055,9.5,9.5,65.133102
,47.992119,,68.110237,6,,,
,,,71.653542,10,,,
3,49.999981,70.078728,74.015747,6.5454545,10.5,10.5,65.23233
5,47.992119,68.897636,72.047241,90,10.5,9.5,71.006981
3,47.992119,61.417301,67.716537,5.319149,11.5,9.5,61.132435
6,,,68.897636,4.6666665,,,
3,52.007839,,72.440948,3.175,,,
3,47.992119,65.354324,67.322838,8.2285719,12.5,9.5,64.142624
3,,66.141708,68.897636,6.590909,9.5,9.5,70.753563
4,50.984219,68.503929,68.503937,5.4545455,12.5,11.5,64.201942
,49.015743,62.20472,69.291336,6.1363635,9.5,9.5,60.904827
,57.007874,67.3228,71.653542,6,,,67.971779
4,45.984222,64.173195,67.716537,3.4285715,9.5,9.5,66.846436
,44.999985,,70.866142,11.282051,10.5,9.5,
3,49.999981,,71.653542,6.1111112,,,
3,49.015743,67.3228,70.078743,8.8888893,,,64.429909
3,47.007847,66.929123,70.078743,8.3999996,10.5,9.5,65.73008
3,49.999981,71.259819,72.834648,3,9.5,11.5,66.317841
3,49.015743,67.3228,71.259842,7.0270271,10.5,11.5,67.764305
2,,,72.440948,6.4864864,,,
3,,,71.259842,5,10.5,9.5,
2,50.984219,68.897636,72.440948,3.208421,9.5,9.5,65.586121
3,44.015713,59.842499,66.141731,4.8000002,10.5,10.5,58.695053
3,,65.747993,66.929131,6.96,,,64.60672
2,52.007839,,71.653542,8.0952377,,,
3,52.007839,70.472443,70.472443,8.75,12.5,11.5,72.519264
4,49.999981,69.68502,70.866142,5.0769229,10.5,10.5,65.183449
3,50.984219,72.44091,73.228348,6.1894736,,,74.060883
,47.992119,70.078728,72.440948,18.666666,12.5,11.5,67.16227
3,47.992119,67.3228,68.110237,9.7674417,10.5,9.5,64.535461
4,47.007847,64.173195,66.141731,8.8000002,11.5,9.5,67.489365
,47.007847,,68.503937,4.0540543,10.5,9.5,
2,49.015743,67.3228,70.472443,10.857142,11.5,11.5,64.854713
3,45.984222,62.992104,67.716537,15.714286,9.5,9.5,62.62418
,,64.566902,67.716537,4.5,10.5,11.5,64.074493
3,49.015743,67.3228,69.291336,72,9.5,9.5,71.684715
8,44.999985,,67.716537,4.4615383,,,
3,44.999985,61.023594,64.960632,6,9.5,9.5,63.589653
2,45.984222,66.535416,67.322838,4.7916665,10.5,12.5,66.220306
3,47.992119,66.929123,72.834648,10.222222,10.5,10.5,67.154434
4,,62.20472,70.078743,8.6000004,9.5,9.5,63.172222
5,47.992119,69.68502,70.866142,9.5555553,12.5,12.5,71.048035
5,47.007847,65.747993,66.141731,12.8,,,64.068596
4,47.007847,65.354324,66.929131,4.8888888,10.5,9.5,65.627556
3,52.992115,,72.834648,6.3272729,10.5,9.5,
3,45.984222,63.779522,65.748032,3.3,9.5,9.5,68.1474
,44.015713,,65.354332,3.05,,,
5,45.984222,64.960617,66.929131,4.3636365,10.5,10.5,62.391331
5,49.015743,,72.440948,7.0378375,9.5,9.5,
,45.984222,65.747993,68.897636,4.5641026,9.5,10.5,64.895607
4,,65.354324,68.897636,4.3333335,,,67.529762
2,50.984219,70.866112,72.047241,10.56,9.5,9.5,68.543053
2,52.007839,70.078728,71.653542,9.2351999,9.5,9.5,71.096527
9,45.984222,,67.716537,5,9.5,9.5,
5,49.015743,,71.653542,5.6944447,,,
4,44.999985,59.448792,65.354332,5.3125,10.5,9.5,59.575768
4,47.007847,66.929123,71.259842,7.1999998,9.5,9.5,62.599442
7,49.015743,69.291313,70.866142,4.375,9.5,9.5,71.224266
7,45.984222,65.354324,67.716537,2.5454545,9.5,9.5,65.831215
5,49.015743,,68.503937,4.4102564,,,
6,47.992119,66.535416,71.653542,9.166667,10.5,9.5,62.367748
3,49.015743,67.3228,67.716537,7.3257141,11.5,10.5,65.911263
6,,63.385815,72.047241,2.5,,,62.699547
4,49.999981,67.3228,71.259842,10.2,9.5,9.5,68.623451
,47.992119,,68.503937,5.1999998,,,
11,50.984219,,72.047241,6.4000001,9.5,9.5,
11,45.984222,,66.535431,3.75,9.5,9.5,
3,47.992119,65.354324,72.047241,8.75,9.5,11.5,65.740257
3,49.015743,,70.866142,4,9.5,9.5,
3,49.015743,66.929123,69.291336,8.152174,9.5,9.5,64.805412
3,52.992115,72.834625,73.622047,6.2399998,,,69.672195
5,47.007847,,68.110237,7.1428571,,,
5,44.015713,,63.779526,6.5116277,9.5,9.5,
2,52.992115,,77.165352,5.4000001,,,
3,45.984222,,65.748032,4.5454545,,,
3,47.992119,,69.291336,3.9534883,9.5,9.5,
7,47.007847,65.354324,67.322838,4.3913045,9.5,9.5,65.195259
2,,66.929123,69.685036,4.8000002,10.5,13.5,67.207855
3,49.999981,,68.503937,4.092308,10.5,10.5,
,49.999981,,72.047241,6.7692308,,,
5,47.992119,66.929123,68.503937,3.1132076,9.5,9.5,71.140282
,47.992119,,69.291336,6.5384617,10.5,10.5,
3,,67.716507,69.685036,17.75,,,65.973656
5,,,67.716537,6.4893618,,,
4,44.999985,65.747993,66.929131,7.7142859,9.5,9.5,62.286587
9,39.999992,60.23621,64.566933,5,9.5,9.5,55.869038
3,45.984222,61.417301,64.566933,14.4,11.5,10.5,61.18005
,,64.173195,66.535431,8.8000002,10.5,10.5,67.005943
2,,62.20472,64.960632,5.9512196,9.5,9.5,64.55278
2,47.992119,66.141708,67.716537,5.7229729,,,61.417461
,49.015743,,67.716537,8.4266663,,,
4,,64.960617,65.748032,8,10.5,10.5,60.993534
4,49.015743,,72.047241,8.8888893,,,
3,47.992119,,71.259842,4.7368422,,,
4,52.007839,72.047241,72.047241,4.2553191,,,75.314545
3,49.999981,70.866112,73.228348,9.1999998,10.5,11.5,73.066162
4,45.984222,62.992104,69.291336,9.7142859,9.5,9.5,66.011238
3,45.984222,,67.716537,5,9.5,9.5,
4,47.992119,61.811012,66.535431,5.4871793,10.5,12.5,60.309917
3,49.015743,66.929123,68.897636,11.956522,,,63.792973
4,50.984219,,77.952759,5.1282053,,,
5,47.992119,67.716507,70.866142,5.5227275,11.5,17,70.982849
4,47.992119,,69.685036,6,10.5,10.5,
5,49.015743,68.110222,70.866142,9.7222223,10.5,10.5,65.636147
7,,62.992104,70.078743,5.75,9.5,9.5,67.803154
6,45.984222,,67.322838,4.8717947,,,
7,49.015743,65.354324,66.929131,8.2702703,,,63.709694
2,49.999981,66.141708,72.834648,8.6499996,9.5,10.5,70.993027
2,50.984219,70.866112,74.015747,8.625,9.5,11.5,72.308228
2,50.984219,65.747993,66.535431,5.9210525,9.5,11.5,68.82869
2,47.992119,,68.503937,5.0666666,,,
3,49.999981,66.929123,68.897636,7.8486485,10.5,12.5,67.181839
5,52.007839,,71.653542,8.5,,,
4,47.007847,60.629921,67.716537,5.4615383,9.5,9.5,62.790237
6,47.992119,61.811012,69.685036,6.0540543,11.5,9.5,66.378716
6,42.992088,,66.535431,5.4102564,9.5,9.5,
5,45.984222,,66.141731,5.4545455,,,
,,,70.078743,6.5116277,,,
,49.015743,70.078728,72.834648,7.2162161,10.5,10.5,74.546959
,,,70.472443,6.6666665,,,
,,,69.685036,5.4285712,,,
3,44.999985,64.566902,68.110237,8.4102564,9.5,9.5,59.81591
3,45.984222,63.385815,65.748032,7.1999998,10.5,10.5,67.978973
6,50.984219,,72.834648,6.7692308,,,
2,49.015743,72.834625,74.803146,7.75,9.5,6,73.772713
3,47.007847,61.023594,70.472443,11.904762,,,58.465176
4,49.999981,68.503929,70.866142,11.6,9.5,9.5,63.544758
4,49.999981,68.110222,72.834648,5.04,,,65.474632
6,47.992119,64.173195,68.897636,3.4545455,11.5,9.5,68.795509
5,49.015743,68.897636,70.078743,4.8717947,10.5,9.5,70.994202
2,50.984219,69.68502,73.228348,7.6923075,9.5,9.5,64.8535
4,45.984222,64.566902,66.141731,8.636364,11.5,11.5,65.684288
7,47.992119,66.141708,67.322838,7.8000002,11.5,9.5,68.972687
4,47.007847,66.929123,68.897636,5.3333335,9.5,9.5,66.977356
7,44.999985,,68.897636,5.9459457,,,
,52.007839,69.291313,71.653542,11.245714,,,71.384163
3,47.992119,,70.472443,4.8716216,,,
4,49.015743,67.716507,68.897636,10.794118,9.5,8.5,63.003674
4,50.984219,71.653534,77.165352,12.432432,,,71.925308
7,49.015743,68.110222,71.259842,4.1025643,9.5,9.5,67.587067
3,50.984219,69.291313,70.866142,7.4400001,9.5,9.5,71.278275
5,,,70.472443,4.3776002,,,
4,49.999981,,70.866142,7.4000001,11.5,11.5,
,49.015743,68.110222,70.866142,5.681818,,,71.975426
,50.984219,68.110222,68.897636,15.243243,,,70.615753
2,49.999981,71.653534,73.228348,6.3333335,,,70.11097
4,47.992119,70.078728,70.472443,1.6279069,9.5,9.5,67.245499
3,,71.259819,73.228348,11.111111,,,75.744667
4,49.999981,66.929123,68.503937,9.8999996,10.5,9.5,63.277767
5,47.007847,65.354324,69.291336,9.666667,10.5,9.5,64.357613
,45.984222,64.960617,65.748032,5.25,10.5,10.5,63.632969
